Patient ID: 52, Timestamp: 1713432063502, Label: ECG, Data: -0.58867437274479
Patient ID: 10, Timestamp: 1713432063382, Label: ECG, Data: 0.11537251960394457
Patient ID: 20, Timestamp: 1713432063504, Label: ECG, Data: 0.23280421964654524
Patient ID: 57, Timestamp: 1713432063406, Label: ECG, Data: 0.5198590088986027
Patient ID: 83, Timestamp: 1713432063372, Label: ECG, Data: 0.46911330358900294
Patient ID: 1, Timestamp: 1713432063406, Label: ECG, Data: -0.5933564989125019
Patient ID: 82, Timestamp: 1713432063513, Label: ECG, Data: 0.26066100229696404
Patient ID: 79, Timestamp: 1713432063511, Label: ECG, Data: 0.41882927298899797
Patient ID: 96, Timestamp: 1713432063513, Label: ECG, Data: -0.3968874114066711
Patient ID: 6, Timestamp: 1713432063364, Label: ECG, Data: 0.2594209962014831
Patient ID: 72, Timestamp: 1713432063513, Label: ECG, Data: 0.04218051391845369
Patient ID: 74, Timestamp: 1713432063364, Label: ECG, Data: -0.19521597886203532
Patient ID: 47, Timestamp: 1713432063393, Label: ECG, Data: 0.27111554000519467
Patient ID: 45, Timestamp: 1713432063345, Label: ECG, Data: 0.4078874408946599
Patient ID: 25, Timestamp: 1713432063405, Label: ECG, Data: -0.09458583759464523
Patient ID: 97, Timestamp: 1713432063406, Label: ECG, Data: -0.5064371465520374
Patient ID: 65, Timestamp: 1713432063406, Label: ECG, Data: -0.5412803745813102
Patient ID: 29, Timestamp: 1713432063405, Label: ECG, Data: 0.2744635056770031
Patient ID: 42, Timestamp: 1713432063406, Label: ECG, Data: -0.2855220535983364
Patient ID: 77, Timestamp: 1713432063368, Label: ECG, Data: -0.12574537352844006
Patient ID: 22, Timestamp: 1713432063365, Label: ECG, Data: -0.399688501284275
Patient ID: 15, Timestamp: 1713432063404, Label: ECG, Data: -0.3947038058425651
Patient ID: 59, Timestamp: 1713432063368, Label: ECG, Data: 0.26649331811145355
Patient ID: 94, Timestamp: 1713432063370, Label: ECG, Data: 0.41412436530078667
Patient ID: 74, Timestamp: 1713432064354, Label: ECG, Data: 0.0840244477632596
Patient ID: 6, Timestamp: 1713432064354, Label: ECG, Data: 0.43771208802454903
Patient ID: 22, Timestamp: 1713432064355, Label: ECG, Data: -0.29308510227707213
Patient ID: 76, Timestamp: 1713432064355, Label: ECG, Data: -0.4877013451212056
Patient ID: 59, Timestamp: 1713432064355, Label: ECG, Data: -0.34142650498479293
Patient ID: 37, Timestamp: 1713432064363, Label: ECG, Data: -0.26621000033180464
Patient ID: 77, Timestamp: 1713432064356, Label: ECG, Data: 0.7605215385739452
Patient ID: 44, Timestamp: 1713432064357, Label: ECG, Data: -0.2699637329854359
Patient ID: 10, Timestamp: 1713432064360, Label: ECG, Data: 0.2622977070418819
Patient ID: 13, Timestamp: 1713432064361, Label: ECG, Data: -0.34211298164275983
Patient ID: 83, Timestamp: 1713432064356, Label: ECG, Data: -0.5905269423295094
Patient ID: 28, Timestamp: 1713432064358, Label: ECG, Data: -0.3208680284808315
Patient ID: 94, Timestamp: 1713432064356, Label: ECG, Data: -0.5697134017485226
Patient ID: 33, Timestamp: 1713432064361, Label: ECG, Data: 0.11570118459831186
Patient ID: 47, Timestamp: 1713432064362, Label: ECG, Data: -0.01955738077160474
Patient ID: 45, Timestamp: 1713432064355, Label: ECG, Data: -0.5769662548873815
Patient ID: 8, Timestamp: 1713432064386, Label: ECG, Data: -0.3221504702528226
Patient ID: 100, Timestamp: 1713432064386, Label: ECG, Data: 0.424137476563709
Patient ID: 51, Timestamp: 1713432064387, Label: ECG, Data: -0.04594896276930935
Patient ID: 15, Timestamp: 1713432064387, Label: ECG, Data: 0.008874721668120472
Patient ID: 23, Timestamp: 1713432064387, Label: ECG, Data: 0.023727509363480975
Patient ID: 29, Timestamp: 1713432064388, Label: ECG, Data: 0.11687594509108198
Patient ID: 99, Timestamp: 1713432064390, Label: ECG, Data: -0.5108383215243187
Patient ID: 34, Timestamp: 1713432064389, Label: ECG, Data: -0.03849605810061655
Patient ID: 19, Timestamp: 1713432064396, Label: ECG, Data: -0.6006227029475698
Patient ID: 25, Timestamp: 1713432064401, Label: ECG, Data: 0.07198450770361942
Patient ID: 88, Timestamp: 1713432064403, Label: ECG, Data: 0.33138911615127054
Patient ID: 1, Timestamp: 1713432064404, Label: ECG, Data: 0.25133261121581907
Patient ID: 65, Timestamp: 1713432064405, Label: ECG, Data: -0.4248631089532727
Patient ID: 12, Timestamp: 1713432064405, Label: ECG, Data: -0.08088343282238487
Patient ID: 57, Timestamp: 1713432064406, Label: ECG, Data: 0.15215048928059455
Patient ID: 97, Timestamp: 1713432064408, Label: ECG, Data: -0.502263637733524
Patient ID: 42, Timestamp: 1713432064409, Label: ECG, Data: -0.2464023352611432
Patient ID: 41, Timestamp: 1713432064411, Label: ECG, Data: 0.5280445413609632
Patient ID: 4, Timestamp: 1713432064465, Label: ECG, Data: 0.39732919803747285
Patient ID: 66, Timestamp: 1713432064496, Label: ECG, Data: -0.07948123100436832
Patient ID: 72, Timestamp: 1713432064513, Label: ECG, Data: -0.33332212645191306
Patient ID: 20, Timestamp: 1713432064512, Label: ECG, Data: 0.3423360260591747
Patient ID: 52, Timestamp: 1713432064512, Label: ECG, Data: -0.3016492825394515
Patient ID: 96, Timestamp: 1713432064513, Label: ECG, Data: 0.3214678012147109
Patient ID: 58, Timestamp: 1713432064512, Label: ECG, Data: -0.5138773454078222
Patient ID: 78, Timestamp: 1713432064513, Label: ECG, Data: 0.07133409459410074
Patient ID: 82, Timestamp: 1713432064513, Label: ECG, Data: -0.592726011756745
Patient ID: 79, Timestamp: 1713432064513, Label: ECG, Data: 0.30331200526763785
Patient ID: 7, Timestamp: 1713432064513, Label: ECG, Data: -0.188730379773837
Patient ID: 54, Timestamp: 1713432064512, Label: ECG, Data: 0.3003001200999505
Patient ID: 17, Timestamp: 1713432064513, Label: ECG, Data: 0.6135724478581309
Patient ID: 89, Timestamp: 1713432064513, Label: ECG, Data: -0.25759199754092454
Patient ID: 45, Timestamp: 1713432065348, Label: ECG, Data: -0.6157801328100859
Patient ID: 70, Timestamp: 1713432065349, Label: ECG, Data: -0.25216994356666955
Patient ID: 71, Timestamp: 1713432065348, Label: ECG, Data: -0.37293983638781286
Patient ID: 6, Timestamp: 1713432065350, Label: ECG, Data: 0.7694293425873411
Patient ID: 74, Timestamp: 1713432065350, Label: ECG, Data: 0.32769246592050794
Patient ID: 60, Timestamp: 1713432065350, Label: ECG, Data: 0.7517055964000735
Patient ID: 22, Timestamp: 1713432065350, Label: ECG, Data: 0.3000033500105609
Patient ID: 84, Timestamp: 1713432065350, Label: ECG, Data: 0.017441825935048692
Patient ID: 24, Timestamp: 1713432065348, Label: ECG, Data: -0.14382129754772247
Patient ID: 76, Timestamp: 1713432065351, Label: ECG, Data: -0.2194393933486317
Patient ID: 59, Timestamp: 1713432065352, Label: ECG, Data: -0.5250136719572057
Patient ID: 77, Timestamp: 1713432065352, Label: ECG, Data: 0.48719760757705005
Patient ID: 94, Timestamp: 1713432065353, Label: ECG, Data: -0.5325907871387583
Patient ID: 44, Timestamp: 1713432065354, Label: ECG, Data: 0.16520346175816783
Patient ID: 83, Timestamp: 1713432065354, Label: ECG, Data: 0.08931381474339732
Patient ID: 28, Timestamp: 1713432065356, Label: ECG, Data: -0.12959269118718791
Patient ID: 47, Timestamp: 1713432065364, Label: ECG, Data: 0.2713713997805103
Patient ID: 10, Timestamp: 1713432065363, Label: ECG, Data: 0.49798509351728276
Patient ID: 13, Timestamp: 1713432065363, Label: ECG, Data: -0.616390758025071
Patient ID: 33, Timestamp: 1713432065363, Label: ECG, Data: 0.40568016264625184
Patient ID: 64, Timestamp: 1713432065363, Label: ECG, Data: -0.500050032660125
Patient ID: 37, Timestamp: 1713432065364, Label: ECG, Data: -0.3251434229565824
Patient ID: 8, Timestamp: 1713432065379, Label: ECG, Data: 0.1279715198400547
Patient ID: 100, Timestamp: 1713432065380, Label: ECG, Data: -0.04248169484983279
Patient ID: 93, Timestamp: 1713432065381, Label: ECG, Data: 0.4984686487961778
Patient ID: 23, Timestamp: 1713432065394, Label: ECG, Data: 0.19351424714918072
Patient ID: 53, Timestamp: 1713432065394, Label: ECG, Data: 0.023983331567349876
Patient ID: 51, Timestamp: 1713432065396, Label: ECG, Data: -0.45715277637043494
Patient ID: 31, Timestamp: 1713432065398, Label: ECG, Data: 0.7530347007558659
Patient ID: 29, Timestamp: 1713432065396, Label: ECG, Data: 0.18675557824312441
Patient ID: 99, Timestamp: 1713432065398, Label: ECG, Data: -0.30903591584309004
Patient ID: 34, Timestamp: 1713432065396, Label: ECG, Data: 0.10937365709518497
Patient ID: 88, Timestamp: 1713432065402, Label: ECG, Data: 0.27832356934122743
Patient ID: 86, Timestamp: 1713432065401, Label: ECG, Data: 0.3119943189541171
Patient ID: 19, Timestamp: 1713432065398, Label: ECG, Data: 0.25580801377434687
Patient ID: 25, Timestamp: 1713432065401, Label: ECG, Data: -0.365259385795782
Patient ID: 15, Timestamp: 1713432065396, Label: ECG, Data: -0.21629427462552245
Patient ID: 65, Timestamp: 1713432065404, Label: ECG, Data: 0.052289238470822855
Patient ID: 12, Timestamp: 1713432065404, Label: ECG, Data: -0.12609463522390674
Patient ID: 57, Timestamp: 1713432065404, Label: ECG, Data: 0.5189889780045875
Patient ID: 14, Timestamp: 1713432065405, Label: ECG, Data: -0.48336088491324597
Patient ID: 42, Timestamp: 1713432065406, Label: ECG, Data: -0.10408976672314454
Patient ID: 97, Timestamp: 1713432065405, Label: ECG, Data: 0.31846895294289795
Patient ID: 41, Timestamp: 1713432065406, Label: ECG, Data: 0.7697536650796356
Patient ID: 1, Timestamp: 1713432065403, Label: ECG, Data: -0.2799895718819268
Patient ID: 4, Timestamp: 1713432065456, Label: ECG, Data: -0.4957997227174419
Patient ID: 63, Timestamp: 1713432065461, Label: ECG, Data: -0.3770379798600032
Patient ID: 52, Timestamp: 1713432065502, Label: ECG, Data: 0.24106553724681062
Patient ID: 66, Timestamp: 1713432065502, Label: ECG, Data: 0.26159114184985993
Patient ID: 20, Timestamp: 1713432065503, Label: ECG, Data: 0.768795524995189
Patient ID: 58, Timestamp: 1713432065504, Label: ECG, Data: -0.3206165147547593
Patient ID: 38, Timestamp: 1713432065504, Label: ECG, Data: 0.7360292829110036
Patient ID: 91, Timestamp: 1713432065518, Label: ECG, Data: -0.5058966643826303
Patient ID: 17, Timestamp: 1713432065518, Label: ECG, Data: -0.3825767057727587
Patient ID: 54, Timestamp: 1713432065518, Label: ECG, Data: -0.5032605923043887
Patient ID: 79, Timestamp: 1713432065518, Label: ECG, Data: -0.172503097964936
Patient ID: 89, Timestamp: 1713432065519, Label: ECG, Data: 0.5061539729852516
Patient ID: 75, Timestamp: 1713432065518, Label: ECG, Data: -0.41370424241972026
Patient ID: 7, Timestamp: 1713432065519, Label: ECG, Data: 0.6138007560025807
Patient ID: 90, Timestamp: 1713432065519, Label: ECG, Data: -0.18778215712874763
Patient ID: 82, Timestamp: 1713432065520, Label: ECG, Data: -0.024869546509703314
Patient ID: 78, Timestamp: 1713432065520, Label: ECG, Data: 0.2916137828171403
Patient ID: 72, Timestamp: 1713432065521, Label: ECG, Data: 0.4960831550053566
Patient ID: 61, Timestamp: 1713432065522, Label: ECG, Data: 0.5344062773974558
Patient ID: 96, Timestamp: 1713432065520, Label: ECG, Data: -0.4590572757077315
Patient ID: 22, Timestamp: 1713432066352, Label: ECG, Data: -0.22014761191615742
Patient ID: 77, Timestamp: 1713432066352, Label: ECG, Data: 0.020925428057783794
Patient ID: 94, Timestamp: 1713432066354, Label: ECG, Data: -0.1689964590244083
